0.000000	27.443247
0.040238	27.440953
0.080476	27.434067
0.120714	27.422586
0.160952	27.406504
0.201191	27.385810
0.241429	27.360493
0.281667	27.330537
0.321905	27.295924
0.362143	27.256634
0.402381	27.212642
0.442619	27.163921
0.482857	27.110442
0.523095	27.052172
0.563333	26.989074
0.603572	26.921109
0.643810	26.848232
0.684048	26.770397
0.724286	26.687554
0.764524	26.599648
0.804762	26.506619
0.845000	26.408405
0.885238	26.304939
0.925476	26.196147
0.965715	26.081953
1.005953	25.962274
1.046191	25.837022
1.086429	25.706102
1.126667	25.569415
1.166905	25.426853
1.207143	25.278301
1.247381	25.123639
1.287619	24.962735
1.327857	24.795451
1.368096	24.621639
1.408334	24.441139
1.448572	24.253783
1.488810	24.059388
1.529048	23.857761
1.569286	23.648691
1.609524	23.431955
1.649762	23.207310
1.690000	22.974498
1.730239	22.733238
1.770477	22.483225
1.810715	22.224131
1.850953	21.955599
1.891191	21.677240
1.931429	21.388632
1.971667	21.089309
2.011905	20.778764
2.052143	20.456436
2.092381	20.121706
2.132620	19.773889
2.172858	19.412218
2.213096	19.035840
2.253334	18.643791
2.293572	18.234983
2.333810	17.808174
2.374048	17.361945
2.414286	16.894650
2.454524	16.404373
2.494763	15.888856
2.535001	15.345407
2.575239	14.770774
2.615477	14.160962
2.655715	13.510979
2.695953	12.814435
2.736191	12.062926
2.776429	11.245012
2.816667	10.344390
2.856905	9.336382
2.897144	8.180235
2.937382	6.798847
2.977620	5.004904
3.017858	1.814098
3.058096	27.441581
3.098334	27.435375
3.138572	27.424575
3.178810	27.409174
3.219048	27.389163
3.259287	27.364530
3.299525	27.335262
3.339763	27.301339
3.380001	27.262742
3.420239	27.219447
3.460477	27.171428
3.500715	27.118655
3.540953	27.061096
3.581191	26.998715
3.621429	26.931472
3.661668	26.859324
3.701906	26.782226
3.742144	26.700127
3.782382	26.612973
3.822620	26.520706
3.862858	26.423264
3.903096	26.320579
3.943334	26.212580
3.983572	26.099190
4.023811	25.980328
4.064049	25.855906
4.104287	25.725831
4.144525	25.590004
4.184763	25.448317
4.225001	25.300659
4.265239	25.146909
4.305477	24.986937
4.345715	24.820606
4.385953	24.647769
4.426192	24.468269
4.466430	24.281939
4.506668	24.088597
4.546906	23.888052
4.587144	23.680097
4.627382	23.464510
4.667620	23.241052
4.707858	23.009465
4.748096	22.769473
4.788335	22.520775
4.828573	22.263046
4.868811	21.995934
4.909049	21.719055
4.949287	21.431991
4.989525	21.134284
5.029763	20.825433
5.070001	20.504885
5.110239	20.172032
5.150477	19.826197
5.190716	19.466627
5.230954	19.092483
5.271192	18.702818
5.311430	18.296563
5.351668	17.872502
5.391906	17.429243
5.432144	16.965178
5.472382	16.478434
5.512620	15.966809
5.552859	15.427682
5.593097	14.857893
5.633335	14.253573
5.673573	13.609896
5.713811	12.920712
5.754049	12.177967
5.794287	11.370759
5.834525	10.483668
5.874763	9.493596
5.915001	8.362965
5.955240	7.022430
5.995478	5.311750
6.035716	2.560496
6.075954	0.000000
6.116192	0.000000
6.156430	0.000000
6.196668	0.000000
6.236906	0.000000
6.277144	0.000000
6.317383	0.000000
6.357621	0.000000
6.397859	0.000000
6.438097	0.000000
6.478335	0.000000
6.518573	0.000000
6.558811	0.000000
6.599049	0.000000
6.639287	0.000000
6.679525	0.000000
6.719764	0.000000
6.760002	0.000000
6.800240	0.000000
6.840478	0.000000
6.880716	0.000000
6.920954	0.000000
6.961192	0.000000
7.001430	0.000000
7.041668	0.000000
7.081907	0.000000
7.122145	0.000000
7.162383	0.000000
7.202621	0.000000
7.242859	0.000000
7.283097	0.000000
7.323335	0.000000
7.363573	0.000000
7.403811	0.000000
7.444049	0.000000
7.484288	0.000000
7.524526	0.000000
7.564764	0.000000
7.605002	0.000000
7.645240	0.000000
7.685478	0.000000
7.725716	0.000000
7.765954	0.000000
7.806192	0.000000
7.846431	0.000000
7.886669	0.000000
7.926907	0.000000
7.967145	0.000000
8.007383	0.000000
8.047621	0.000000
