b,RAA_1S,RAA_2S,RAA_1P,RAA_3S,RAA_2P,RAA_1D,SEM_1S,SEM_2S,SEM_1P,SEM_3S,SEM_2P,SEM_1D
4.496909999999999741e+00,7.788329666924123096e-01,5.642540781640230652e-01,9.176710560448005927e-01,4.501943498133140764e-01,5.528696489506867984e-01,0.000000000000000000e+00,3.549009903036617810e-04,9.170047799579160875e-04,7.963907450798853862e-04,1.050413414778088653e-03,1.144288216180251901e-03,0.000000000000000000e+00
