b,RAA_1S,RAA_2S,RAA_1P,RAA_3S,RAA_2P,RAA_1D,SEM_1S,SEM_2S,SEM_1P,SEM_3S,SEM_2P,SEM_1D
4.496909999999999741e+00,9.321685958272036832e-01,8.069396290641872582e-01,3.990683240606505144e-01,3.451699062971329557e-01,2.169340123903140693e-04,2.105173483004334884e-04,2.669585258725478468e-03,2.133872614884022804e-03,1.434755817516173695e-03,1.205824667652181676e-03,3.012597007399031728e-06,2.922129730855551135e-06
